(24.733856188051043, '南京大屠杀')
(9.93709235909728, '中国')
(7.641277954948243, '幸存者')
(7.5649353956512915, '拉贝')
(5.395999259815905, '日本')
(5.330936953309463, '南京')
(4.952579682809837, '历史')
(4.330392683615912, '纳粹')
(3.734972582367189, '好人')
(3.4153023258041855, '网民')
(3.1262192198727607, '协会')
(2.9856424528474284, '133')
(2.7698190153173257, '警方')
(2.7286474941422125, '侮辱')
(2.60217176219688, '纪念馆')
(2.499777725280252, '遇难者')
(2.2673123929367645, '感恩')
(2.14626783555714, '训诫')
(2.011351505344211, '不屈')
(1.332603288612676, '国际友人')
(1.22637393411951, '汉堡')
(1.1966946309276012, '恶意')
(1.1914898912159364, '网友')
(1.0930449848250283, '年龄')
(1.0315725552564508, '教科书')
(1.0111462506692084, '美国')
(1.0, '铁证')
(0.9876518230584228, '真实')
(0.9799486387656897, '关系')
(0.9155473710675108, '东史郎')
(0.8732505627267829, '视频')
(0.8585350852520474, '教科文组织')
(0.8531972028240327, '冯玮')
(0.8491511963331939, '情况')
(0.8400877714161701, '法庭')
(0.8359216249197597, '慰安妇')
(0.7870550165397131, '档案')
(0.7765413806388014, '侵华日军南京大屠杀遇难同胞纪念馆')
(0.7713339858961259, '社区')
(0.7637485099387371, '25')
(0.7584358045281336, '约翰')
(0.7568182799402147, '1882')
(0.7556457592330208, '百岁')
(0.7190870187513676, '话题')
(0.7091241496148847, '和平')
(0.6990340603881976, '缅怀')
(0.6799901404846839, '江苏')
(0.6780175532946373, '纪录片')
(0.6666666666666666, '口述')
(0.6666666666666666, '亲历者')
(0.6550884957477415, '场面')
(0.6510483519874191, '死难者')
(0.650708972435859, '祸首')
(0.648429417277232, '师生')
(0.6305709226638788, '写入')
(0.6305187904609122, '同胞')
(0.6216765444378854, '死难同胞')
(0.6115627375106288, '日记')
(0.6105714067505883, '安全区')
(0.6098854915814089, '国家')
(0.5979972698945571, '工作')
(0.5941527410285316, '证据')
(0.575685240386794, '国民政府')
(0.5667194096498147, '拒交')
(0.5287204258180367, '世界')
(0.525957345019403, '研究')
(0.511377700622794, '日军')
(0.5087252503737619, '记忆')
(0.5082594663474267, '战争')
(0.5059822066148931, '封号')
(0.49730358418612963, '春节')
(0.49189083847084036, '集庆门')
(0.4908080509417638, '滴血')
(0.48316467360637816, '德国人')
(0.47776882207388355, '央视')
(0.47767785071198143, '这一')
(0.46707481599938827, '知乎')
(0.46569983773527523, '转发')
(0.4637616262737217, '1938')
(0.4562212012301111, '遇难')
(0.4519717928635114, '失联')
(0.44476040658129734, '申遗')
(0.4396517106683486, '成功')
(0.43840940538026957, '抗日')
(0.4382391076278213, '有理')
(0.4373468313247946, '研究院')
(0.4349387446111851, '逝世')
(0.43261727667078576, '一张')
(0.43209438134249173, '20')
(0.43174494658804813, '保护')
(0.429371471796556, '博物馆')
(0.4275863750956165, '珍爱')
(0.4221347224210198, '洛杉矶')
(0.417651773199838, '避难所')
(0.40853956754178117, '辛德勒')
(0.3974612291125518, '日寇')
(0.396541145520172, '抗日战争')
(0.3939212213380219, '史料')
(0.3932928730168388, '国耻')
(0.3910515585441562, '成立')
(0.3882570416750754, '踊跃报名')
(0.3882570416750754, '网警')
(0.3882570416750754, '招贤纳士')
(0.388214021342567, '张纯如')
(0.38151238059560755, '博文')
(0.3802791022528833, '国共合作')
(0.3796023844917421, '公祭')
(0.3771857833743021, '数次')
(0.37359946028481483, '观众')
(0.3692518204430898, '凋零')
(0.36809248148960383, '忘记')
(0.3678231104689795, '残暴')
(0.36587700920555194, '担当')
(0.36587700920555194, '发帖')
(0.36587700920555194, '一份')
(0.3629966939969655, '同学')
(0.3608309237789451, '致敬')
(0.3601053767549548, '路口')
(0.3583910813401267, '老人')
(0.3551242844883089, '期间')
(0.3538577833734568, '已超')
(0.35309528619800773, '活动')
(0.35087679544503064, '回答')
(0.3431135649387897, '归还')
(0.34122250500950535, '参与')
(0.3412155806704213, '病故')
(0.3386856795021188, '喜欢')
(0.3372772287102888, '智库')
(0.3369101275398366, '侵华日军')
(0.33688119742872785, '选去')
(0.3354053558692403, '基金会')
(0.3331813786355537, '参观')
(0.332046439425715, '首座')
(0.3303754693008055, '古石')
(0.32279848076460727, '日媒')
(0.3208007018268214, '23')
(0.3197604065812974, '纠结')
(0.3185094129450978, '长征')
(0.3146517106683486, '半天')
(0.3073601035125719, '大屠杀')
(0.30584196167324246, '闭馆')
(0.301573224606127, '编撰')
(0.3011460218383051, '上仅书')
(0.29245355594375466, '集团')
(0.2921412590537829, '油画')
(0.29196748369803105, '武汉')
(0.29123305518450315, '题写')
(0.2893578330240911, '见证者')
(0.28902743041532086, '审判')
(0.2833457955514254, '分享')
(0.28291435454925085, '志愿者')
(0.28225990142754, '人员')
(0.2777419634464769, '永远')
(0.2772050730332585, '必背')
(0.27630819374348176, '总台')
(0.27630819374348176, '常设')
(0.27630819374348176, '交响音乐会')
(0.2697827094209359, '经费')
(0.26944415125775256, '江苏省')
(0.2690545807645797, '大街')
(0.26250215906543595, '发表')
(0.26246594028600584, '中学')
(0.26135271075841265, '素质')
(0.2588380277833836, '邓小平')
(0.2588380277833836, '击毙')
(0.25838120913731066, '讨论')
(0.25768215846722864, '证明')
(0.2553365195543574, '罪行')
(0.25413231922801277, '堕胎')
(0.2526933262022254, '松井石根')
(0.24978190027565328, '勿忘')
(0.24648372936116913, '志愿')
(0.24635401478535593, '服务')
(0.24594541923542018, '一整夜')
(0.24576140041622643, '武世杰')
(0.24449200198393403, '儿子')
(0.24391800613703463, '珍珠港')
