微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
ICBCJ3Al7,蓝天大海988,男,安徽,161,418,蓝天大海988:【#纽约州近16万人确诊##纽约州长感慨封城18天像一辈子#】据彭博社报道，当地时间9日，美国纽约州州长科莫说，过去24小时，纽约州新增死亡799例，为疫情以来最大增幅，累计死亡7067例。科莫还表示，纽约州已经封闭18天了，感觉像过了一辈子（那么久）。另据NBC新闻报道，纽约州累计确诊159937例，较24小时前新增10621例。纽约州确诊病例数已超过西班牙。西班牙目前是除美国外，确诊病例数第二多的国家。纽约州是美国疫情最严重的地方，纽约州长科莫3月20日签署命令，从22日晚间起，除基本服务外的所有工作人员都必须待在家中。纽约州进入“封城状态”。http://t.cn/A6wZ4vpc ,2020-04-10 03:58,0,0,0
ICBBF9wzH,狐狸---无忧草,女,北京,345,120,狐狸---无忧草:晴，大风。安省今天新增确诊病例是484例。多伦多我现在出门购物要戴口罩了。3月25日，加拿大联邦政府宣布，提高疫情期间对所有加拿大人的经济援助，为符合要求的申请人提供每月2000加元的援助，可连续领4个月。至此，加拿大政府防控疫情的经济刺激计划总金额从820亿加元增长至1070亿加元。3月18日，加拿大政府宣布了820亿加元的援助计划，加拿大总理特鲁多指出，该计划已超过加拿大GDP的3%。 http://t.cn/R2WxFX7 显示地图 [组图共3张] 原图 ,2020-04-10 03:56,3,0,0
ICBBr11Hv,环球市场播报,男,北京,823,5184053,环球市场播报:【#IMF称全球经济将急剧跌入负增长# 出现大萧条以来最糟经济后果】IMF总裁格奥尔基耶娃9日表示，受新冠疫情影响，2020年全球经济将急剧跌入负增长，IMF预计将出现上世纪30年代大萧条以来最糟糕的经济后果。新冠疫情是一场截然不同的危机，正以“闪电般的”速度和前所未见的规模扰乱全球社会和经济秩序，危机的深度和持续时间仍面临极大不确定性。http://t.cn/A6wZVAPi 原图 ,2020-04-10 03:55,26,29,5
ICBAVkPUx,彭博de健康人生,男,海外,138,547390,"彭博de健康人生:#欧洲疫情##全球疫情# ［Foxnews］西班牙首相：西班牙可能开始出现了新冠疫情下降，正仔细考虑限制措施是否继续？卫生官员周四报道，在过去的24小时内，西班牙有5756例新增新冠病例（COVID-19）和683人因新冠病毒感染病故，与周三的6180例新冠病例和757例新增死亡相比，这一数字下降了。Spain could be seeing start of coronavirus decline, mulls easing restrictions: PMHealth officials reported Thursday 5,756 new COVID-19 cases and 683 new deaths attributed to the virus over the previous 24-hour period. That is down compared to new 6,180 cases and 757 new deaths on Wednesday. 原图 ",2020-04-10 03:54,1,0,0
ICBvNpeBb,阿夕最爱双响炮,女,安徽,417,113,阿夕最爱双响炮:对《局外人》这本书，本人的阅读历程犹如《儒林外史》中周进点范进为秀才的心路历程。旅途中看《局外人》：“这样的文字，都说的是些甚么话！怪不得不进学。”疫情期间看第二遍《局外人》：“何不把加缪的卷子再看一遍？倘有一线之明，也可怜他苦志。”疫情期间看第三遍《局外人》：“这样文字，连我看一两遍也不能解，直到三遍之后，才晓得是天地间之至文，真乃字一珠！可见世上糊涂读官，不知屈煞了多少英才！” 原图 ,2020-04-10 03:41,0,0,0
ICBuDAgmF,南方码农獭獭,女,香港,806,251,南方码农獭獭:上午去Arabica买咖啡第无数次路过海傍突然就意识到这样的日子没几天了其实直到二月初我都幻想着能体面的一步一步的和自己的大学生活告别但1.22下午LE的那节课就是我最后一节课之后再也不会坐在hku的某个教室里嫌弃着教授讲课无聊 再开开小差了甚至很多朋友十一月就是最后一次见面很想知道如果没有这一场疫情我是不是在机房为project忙的焦头烂额是不是会约着朋友去海傍喝酒是不是会去接老腰下班吃饭是不是每周日会坚持早起喊锤仔去吃brunch是不是还能跑到深圳吃火锅唱K好想重新上一次大四啊我没准备好毕业 没准备好道别 ,2020-04-10 03:38,6,0,0
ICBrgr0ds,困困的七七-,女,海外,273,512,困困的七七-:#英国疫情# 闭关真的太煎熬了，已经一个月了，每天就待在20平米的小屋子里，真的要疯了  原图 ,2020-04-10 03:30,1,0,4
ICBmycFOt,Miniummi,男,海外,790,284,Miniummi:安哥拉新冠疫情:安哥拉政府谴责把非洲当做抗击新冠病毒试验疫苗的试验场。安哥拉目前有注册在职医生7000多名，其中919名外国医生，护士40000多人。卫生部要求退休的医护人员再上岗，共同抗击疫情。各省贫困居民陆续收到基本生活物资“菜篮子”，保证民众基本生活的前提下，一定程度上保持了社会稳定。 http://t.cn/R2WxFqh 显示地图 ,2020-04-10 03:18,0,0,0
ICBmmkKa1,傻傻_Camilla,女,其他,302,260,傻傻_Camilla:【武汉人好难，疫情加小偷】卧槽，这一晚上吓死人了，在房间关灯了躺床上看小说，一直就听到窗外有声音（重物落地的声音），以为是流浪猫碰倒了一楼院子里的东西，响了好久，半个多小时，期间用手机的手电筒往外照了几次，没看见窗台上有人，然后我就想说看看到底是啥，刚从床上站就来就看到窗外刚爬上来个人，然后就喊了句“搞莫斯啊”，他就从二楼跳下去跑了，然后我打电话报警了，备案了。平时有声音我都没想啥，就今天特别在意，我都快觉得我第六感超神了是真的被吓到了，全身发麻发抖，后怕，如果我睡着了没注意怎么办[流泪]感觉自己有点惊弓之鸟了，听到外面又有声音还是打了110，让警察来看下，就怕那小偷又回来最后，警察说会给门口的保安说一下，今晚多巡视我家附近的楼栋还是不敢睡，今晚算是废了最后还是感谢不辞辛苦跑一趟的两位警察先生，感谢🙏@平安武汉 http://t.cn/R2WxQOQ 显示地图 原图 ,2020-04-10 03:18,2,0,5
ICBl1zDVD,行者无疆41,男,其他,32,22,行者无疆41:因为方方，今天重新上了微博！今天无意中看到方方日记在异国要出版了，心中难平。我就在武汉就在百步亭小区。疫情中那么多感动那么多的伟大视而不见，还有那些在小区随处可以感受到的爱都视而不见。原先只是看到她的娓娓道来，现在发现另有所图呀！！心中难平！这会让境外敌对势力利用！这会给境外的华人处境带来更大的麻烦！作为一个省作家协会主席，这点觉悟，敏感度都没有吗？暂留此言，我要看看其他博友的看法。 ,2020-04-10 03:15,1,0,0
ICBizqTJT,洗碗刷FERMATA,女,海外,290,46,洗碗刷FERMATA:也算是疫情期间的纪念了🤷🏿♀️ American·Massachusetts Middlesex  显示地图 [组图共3张] 原图 ,2020-04-10 03:09,1,0,2
ICBgIv3my,Lady_美美,女,上海,132,17546,Lady_美美:在疫情笼罩下的日子里 心情也都变得阴霾低落现在 随着春天的脚步 终于可以出门逛逛了 肯定要去“报复性”的吃一下 宅在家里想吃却吃不到的美食对我来说 诱人的蛋糕就是让我每天忍不住想念的那一抹甜蜜发现这家真是意外惊喜 首先是被超多的款式精美 样子可爱的蛋糕吸引随后打电话去询问 店内的小姑娘真的是人美心善 耐心的介绍店内特色的蛋糕并且面对我的选择困难症也很包容很理解O(∩_∩)O最终我选择了海底小纵队星球蛋糕星球蛋糕网红款式 小朋友尤其喜欢那个敲击之后出现的“别有洞天”这次也果然没有失望外面的蔚蓝星球是白巧克力里面的海底小纵队 样子也太赞了 蓝色的海浪 白色的沙滩 都是入口即化的香浓奶油 好看又美味配合好多小朋友最爱的小纵队人物玩具 更加有爱又有趣中间还有一个小灯 打开之后 在灯光下的蛋糕更加有氛围了不一定要生日才买蛋糕 平时生活也很需要仪式感想吃美味甜品 不妨选择这家PS推推乐也是好吃又好玩呀 带着小麒麟去去蛋糕的时候 给他吃了一个 一边推一边吃 好吃不脏手 在外面给孩子吃蛋糕最怕一塌糊涂 现在这个推推乐简直就是神器呀 http://t.cn/AiQKo99S 显示地图 [组图共9张] 原图 ,2020-04-10 03:04,0,0,0
ICBfMAeDQ,邸翩,女,海外,140,105211,邸翩:北欧在热炒李文亮事件。现在北欧的媒体说，北欧说如果不是中国最早隐瞒病情，欧洲现在就不会爆发。我对这种找替罪羊的逻辑陷入了整整一天的沉思。经过深思熟虑之后，我觉得只能用一个电影的名字去形容他们：无耻混蛋。观自在，同理心。这样的逻辑，我怀疑西方是没有的。中国抗疫抗了几个月，你们就在一旁看，我怀疑很多人内心还暗自叫好。你们就像无脑一样毫无准备，各国政府在自己疫情开始的时候各种出来搞笑的建议每天上演。最初，是不是你们的政府告诉你们不用戴口罩？是不是你们的政府告诉你们年轻人没事？病毒夏天会消失？学校不同停课？不用学中国政府乌托邦式控制带在家里？是不是你们政府在出现零星病例的时候完全不重视？对于新事物，我理解你们反应迟钝，难以决策是一种人之常情。自我反思永远不会，质问别人比谁都快。为何不问问你们自己政府，看了几个月的好戏，啥都不做，是不是全部官员不带脑上班的？李文亮是眼科医生，不是病毒研究专员。在医院里做病毒样本检测的那个医生，也都不敢确定是什么。在微信群转发未被证实的消息，换你，你在管理一个国家，一个公司，一个团队，一个班集体，你听说有一个看不见的怪物正步步逼近，你是不是的得查清楚了这怪物到底是什么，才能正式开启作战计划？问问你自己，新事物，新状况在你面前发生时，你自己是怎么决策的？你自己的自我、小我、大我、超我、大他者，是怎么打架的？我无法阻止你们继续推卸责任指责他人。但，以寄托我的对无耻混蛋的悲愤的情绪，我只能不停买入你们不断下行的货币，聊以报仇了。两天时间涨幅百分之十二，我觉得我买少了，现在很后悔，这仇没报好，让我静静。 ,2020-04-10 03:02,9,4,1
ICBfDFLYu,bg之光,女,湖南,61,1112,bg之光:#杨紫公益紫[超话]##阳光信用# yz#中国消防宣传公益使者杨紫# 国家反诈中心守护大使@杨紫 提醒您：疫情期间，不造谣不信谣不传谣！ 绿色生活方式公益推广大使@杨紫呼吁大家绿色出行！ 中国消防公益宣传使者@杨紫 提醒您用火防火不失火，为国为家为你我！ 中国妇女发展基金会“母亲邮包”项目宣传大使@杨紫 呼吁您一起传递爱与善！【yz zm 林之校 黄梓瑕 zzl 余生请多指教 ys】 ,2020-04-10 03:01,0,0,0
