微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IChWl7j2Z,分心银行总行,女,其他,49,207,分心银行总行:我这两年的经历好像一出江湖狗血剧啊。话说两年前我前脚刚拜入师门，正处于摩拳擦掌的新鲜阶段，准备跟师伯请教请教，师伯略略地说了一些内容，我一边听一边记笔记，最后听到他说——下周就走了。与此同时，我迎来了第一个实战任务。师父的师父带着师父和我齐坐一堂，开始传道授业解惑，我才知道领我进门的师父跟我修的压根不是一种道。师父的师父给师父和我分配了任务，没有具体的方法制约，我就根据自己的认知去折腾，然后第二天上交成果，师父的师父兴奋地说自己捡到宝了，于是决定亲自带我，同时，任务的主导权也落到了我的手上。自此我在师门拥有了双重身份——一是师父的弟子；二是师父的师父的关门弟子，也就是说，某种意义上，我变成了我师父的师妹。师父的师父和师父对越界管理非常敏感，所以两个人都不好全权对我负责，只好开启了我的放养模式，关键节点上各自指导一二。经过一年的打怪升级，我形成了自己的风格派系，既不像师父的师父，又不像师父。师父再招弟子，全都收作我的徒弟，由于我跟师父对天资的理解不同，导致我并不愿意带这些我觉得不适合的徒弟，也就送走了四五个人，最后只在我身边留下了一个比自己年纪大的徒弟。这些事情的发生伴随着师门的内斗与暗斗，纷繁的一年过去，师伯回来了。师伯与师父的关系极其微妙复杂，连带着我和徒弟也没法跟师伯进一步交流，虽然近在咫尺，但几乎没有说过话。半年之后，师伯二度选择离开，离开之际他把任务交接给我，顺便开放地聊了些话题。这次谈话让我重新审视自己在师门的地位与发展，决心发起变革。略去其中的坎坷不谈，去年年末，我破格晋升，与师父同辈，我、师父、师叔三足鼎立，正式成为师父的师父的弟子。疫情当头，师门大乱，风声鹤唳，师父的师父对同门遭殃之事默认不表，我深感兔死狐悲，因而分道扬镳，师父的师父连日感叹：“你长大了。”我心里暗暗发誓：绝不踏入师门同业，定不成就师门对手。昨日辞别，今日想着去别的门派了解了解情况也好，就当聊聊天，进门之后，师伯与我两脸懵逼，问我怎么来这了。师伯跟我师出同门，修的是同道，但两人的风格截然不同，师父的师父更偏爱我的风格一些，所以，其实从前我跟师伯之间有着隐隐约约的竞争关系。眼下，师伯刚刚开拓了新的武学门路，而我，跟我的师伯，或者说大师兄更为贴切，就这样在师门之外联手——那么，大师兄即将成为我的新师父。聊到最后，师伯问起我的小徒弟怎么样了，我想起之前大家都说，我是年轻版的师父的师父，我的小徒弟是年轻版的师伯。说到年轻，师伯一开始是师父的师父的老婆的弟子，而师父的师父也是师父的师父的老婆的弟子，也就是说师父的师父跟自己的师父在一起了。我现在有种背叛师门的感觉，嗯。 原图 ,2020-04-08 01:52,2,0,3
IChUZpJQp,Two福娃,女,其他,112,25,Two福娃:战争从来就不被百姓期待。虽然不喜欢美国，但也希望疫情尽快结束。如果美国的实力削弱太多，美国以前压制，制裁的国家很有可能狠咬美国。到时会发展成什么规模的战争很难预料。或者美国会狗急跳墙，动用核武器。//　近段时间各国都因新冠肺炎忙得不可开交，尤其是美国，更是因早期的不重视，使得准备工作不足，导致国内确诊人数飙升，几乎是举国上下陷入恐慌。但是，在美军各大基地发现确诊病例开始隔离，并失去战力之时，也有一些人看到了机会。据俄罗斯卫星通讯社报道，美军驻沙特哈密斯·穆什特空军基地遭到了大批导弹袭击，来自胡塞武装分子的导弹，使得美军基地成为了一片火海。　　要知道，这与之前的袭击不同，此前美军还有反击能力，... http://t.cn/A6Zk9L8q 原图 ,2020-04-08 01:48,0,0,0
IChTC60jv,平安洛宁,男,河南,2484,195004,平安洛宁:【#赵立坚驳斥抹黑中国援意的英国媒体#：无中生有】近日，有英国媒体称中国强迫意大利回购捐赠物资。4月7日，外交部发言人赵立坚表示，意大利疫情暴发以来，我们十分关注，急人所急尽力向意方提供帮助。中方的帮助体现了急难有情的朋友之义，我们真诚希望意大利早日控制疫情，民众健康得到保护。任何无中生有的搬弄是非只会对抗疫合作造成干扰，是不人道、不道德的。http://t.cn/A6Zek5Ry ,2020-04-08 01:45,2,0,1
IChT8en9r,NathanChen冰迷会,男,海外,88,8328,NathanChen冰迷会:根据Phil的新报道http://t.cn/A6ZkK1eP，2020世锦赛改期于今年十月后举办可能性较小，大概率会取消，主要原因是1. 疫情的不确定性导致不知何时体育活动能恢复2. 避免运动员对于这个吊在半空中的不确定性感到疑惑和焦虑（预计四月会有确切通知）3. 2020-2021赛季大奖赛将在10.23从美国站开始，到2021世锦赛前能够插入补办2020世锦赛的时间空间很少 [组图共2张] 原图 ,2020-04-08 01:44,33,7,4
IChT18GFL,银河铁骑y,女,海外,81,11,银河铁骑y:#王俊凯向西班牙捐赠25000个口罩# 今日，西班牙驻华大使馆发博，王俊凯的焕蓝梦想公益基金为西班牙捐赠了25000个一次性医用口罩，后续还有25000个一次性医用口罩捐给意大利，其实在疫情一开始的时候@TFBOYS-王俊凯 就向武汉捐款20万元，低调做公益，用爱心感染着周围的每一个人  http://t.cn/R2WxlCs 显示地图 [组图共6张] 原图 ,2020-04-08 01:43,1,0,0
IChRT77Q9,平成道花,女,海外,514,285,平成道花:日韩人民群众这次其实很听话了..不让外出是真的没外出跟咱差不多完全没必要连个疫情都非搞捧一踩一啊这也太闲的****，要是哪天中日韩真的齐心了还真没川普什么事儿了（可这俩货没一个是省油的灯...一个一晃就灭一个一引就爆'......）...唉怎么那么多瓜皮看不懂瞎bb呢...太平世界，环球同此凉热.......... 原图 ,2020-04-08 01:41,1,0,0
IChR60XvL,饼干吃不腻哦,女,重庆,193,2154,饼干吃不腻哦:#武汉解封#去年认识一群武汉的小伙伴，刚刚一起庆祝解封啦，一切都在往好的方向走。从疫情开始彷徨无助担忧，我看着他们有亲友倒下，有家人中招没有床位在家自救。也有走上前线的“战士”。每天互相祈祷，互相关心情况，报平安。“你家还有口罩吗消毒液有吗预防药够吗，我这有多的给你匀点儿，我这买得到来给你送点。”互相帮助，互相关心鼓励。走过来了，两个半月，无比感慨，群里的我们自己和直系亲属都平安无事，无疑是幸运的。我们都说经历过绝望，更珍惜当下。健康平安是最大的祝福和珍贵财富。期待我们在爱的地方相聚。晚安，祝安 ,2020-04-08 01:39,0,0,0
IChQoCkw1,乐天堂APP招商,男,江西,130,30906,"乐天堂APP招商:【你们是英雄，却可能没得到应有的认可】  纽卡斯尔联后卫丹尼·罗斯近日向北米德尔塞克斯大学医院（North Middlesex University Hospital）捐赠了19,000英镑，并留言感谢NHS为抗击新冠病毒所做的努力和贡献???? 疫情之下如果您想在家赚钱,请移步图片地址 #英超##纽卡斯尔联##英超新冠疫情# ?#LPL# #足球##体育#  [组图共9张] 原图 ",2020-04-08 01:37,0,0,0
IChQi6e17,璐璐Lulu阿姨,女,广西,293,738,璐璐Lulu阿姨:#疫情#  最近去拜访一位朋友，他刚创业，还一下就投入上千万那种，每天压力很大，他说疫情前，很难招人，好不容易招到了也不好管，感觉留不住，还不好伺候，做个老板也总看脸色，怕员工辞职。疫情后，他说，感觉大家都老实了，员工工作也认真积极了，让做什么就做什么没有怨言了。他说疫情不仅让大家懂得了什么是珍惜，更深刻的是他还感受到在病毒和大自然面前，人类的渺小，曾经以为人类无所不能，主宰世界，疫情来了才懂得生命的脆弱，珍贵，那些被病毒，火灾夺去生命的人，那些被剩下来的亲人，想想就难过……所以人与自然要和谐相处，对生命保持敬畏之心。而我，真的感受到，疫情对我们的生活影响很大，改变了很多，来说说，你们的收获吧…… http://t.cn/RyhYBYM 显示地图 原图 ,2020-04-08 01:37,1,0,2
IChOyeTcK,中医养生张聪,男,陕西,52,1004,中医养生张聪:#学点中医[超话]#新冠病毒引起消化道症状的原因首先，SARS-CoV-2（新冠病毒）CoV-2可能直接与ACE2阳性的胆管细胞结合，从而导致肝功能不全。当发生这些变化时，人体可能会有食欲不振、恶心、厌油腻、呕吐等消化系统症状。其次，SARS-CoV-2通过炎症反应间接或直接损害消化系统。炎性因子和病毒血症的连锁反应可能会损害消化系统。第三，病毒导致的肠道菌群失调。肠道菌群在人类肠道中定居，其数量惊人而多样。病毒本身可能导致肠道菌群失调，从而可能导致消化系统症状。最后，肠道是人体最大的免疫器官。消化道菌群组成和功能的变化通过黏膜免疫系统影响呼吸道，而呼吸道菌群失调也通过免疫调节影响消化道。这种作用称为“肠肺轴”。这也可能进一步解释为什么新冠肺炎患者经常会出现消化系统症状。警惕不典型症状的意义消化系统症状例如腹泻，可能也是新冠肺炎的临床表现特征之一，在某些情况下可能出现在呼吸道症状之前，甚至是新冠肺炎的唯一表现症状。当处于疫情中的患者（例如有新冠肺炎接触史者）出现发热和消化道症状，或者没有呼吸道症状，只出现消化道症状时，临床医生也应警惕新冠肺炎的可能性。重视新冠肺炎患者的不典型症状可能有助于早期识别、早期治疗、早期隔离等，有益于新冠肺炎疫情防控。 ,2020-04-08 01:32,2,1,0
IChN2fOES,紫为你乖,女,贵州,132,49,紫为你乖:#杨紫公益紫[超话]#[微风]#中国消防宣传公益使者杨紫# 💜💐 #跟着杨紫做公益# 国家反诈中心守护大使@杨紫 提醒您：疫情期间，不造谣不信谣不传谣！ 绿色生活方式公益推广大使@杨紫呼吁大家绿色出行！ 中国消防公益宣传使者@杨紫 提醒您用火防火不失火，为国为家为你我！ 中国妇女发展基金会“母亲邮包”项目宣传大使@杨紫 呼吁您一起传递爱与善！【yz zm 林之校 黄梓瑕 zzl 余生请多指教 ys】 ,2020-04-08 01:29,0,0,0
IChLcwxQy,全球疫情播报,男,海外,83,273468,全球疫情播报:#全球疫情##意大利疫情# 【#意大利累计确诊超13.5万例# 累计死亡超1.7万例】#意大利疫情# 据海外网，据路透社消息，当地时间7日，意大利民事保护部门表示，意大利较前一天新增新冠肺炎确诊病例3039例，累计确诊135586例，单日新增系3月13日以来最低；新增死亡病例604例，累计死亡17127例，死亡病例数仍是全球最高。  原图 ,2020-04-08 01:24,0,3,2
IChKCt006,Jessica粉小翎,女,北京,25,59857,Jessica粉小翎:#我健身时的餐饮搭配#    我从135到105，3个月的时间，健身是很重要的    但是最近疫情的关系，没有办法去撸铁，也没有办法去跳bj。那么饮食就变得非常的重要了。    我很长时间早上起来就喝脱脂奶加上麦片，用小秤去测量的，加在一起不会超过200g。中午，我会吃一些水煮或者蒸的菜，放一些简单的调料去调味。最近在用生酮减肥，突破平台期。晚上我一般会喝代餐，从noto的到现在的纤纤瓶。我不吃主食，很多人会抨击我说，不吃主食身体不行。但是你有氧不够，吃主食就会代谢不了的     我还会继续努力的，向着100斤以下努力[加油][加油][加油] #天气即天意# [组图共9张] 原图 ,2020-04-08 01:23,2,0,5
IChK5mSqd,没有烦恼2037,男,其他,47,3,没有烦恼2037:今天是是宝贝让我不用给她打电话一天，我感觉她太理解我了，回来了，困的很，吃点东西我就睡意朦胧，今天很累，但是很充足。宝贝，我有半个月没有亲亲你了，我很想亲亲你，然后牵着你的手手，我们去看风景，今年各行各业真的好难，很多行业都卵了，但是等这次疫情过后，肯定又是飞速发展了，我们一起加油。 ,2020-04-08 01:21,1,0,1
IChJK4GGq,蝴蝶仙子的愿望,女,湖北,76,14,蝴蝶仙子的愿望:20200123—20200408武汉重启[强]76天，1824个小时，109440分钟……这座英雄的城市寂静了太久了……这璀璨的灯火必定更加辉煌！整整76天的时间，武汉从暂停键到启动键，这其中的艰难和不易只有身在武汉的人才能感受，经历了这次疫情我们的大武汉人民会更加坚强，我们的城市会更加漂亮，感恩每一位为这座城市奉献的逆行者🙏 http://t.cn/R2WxQOQ 显示地图 [组图共9张] 原图 ,2020-04-08 01:21,1,0,0
IChJ3g3ZQ,宠娃狂魔1986,男,其他,504,47,宠娃狂魔1986:终于守得云开见月明4月8日，武汉解封了❗❗❗76天 ，一个英雄的城市，为了使疫情降到最低，不惜按下了”暂停”键。2020年1月23日，武汉封城❗一个近千万人口的大都市说封就封，这在世界任何其它国家都是不可思议的纵观全球，史无前例❗武汉封城后，人民表现出来的高度自制能力，政府部门的执行力，社会各界人民的空前团结协作能力令世人折服，为各国敬佩。服从，牺牲，奉献这是我能想出来最好的三个总结词。而今，这座英雄的城市解封，标志这中国疫情的春天马上就要到来[拥抱]这一切和武汉各界，各阶层，各行业人民的努力和奉献牢不可分。请为这些放弃自由，自觉维护社会秩序的武汉人民点赞❗热干面🍜加油！小龙虾🦞加油!#第一辆车驶出武汉的瞬间# http://t.cn/Rp7uIoJ http://t.cn/A6ZkaDVj 显示地图 ,2020-04-08 01:19,1,0,0
IChGV8WKB,小怪兽求话晓918,男,北京,263,67,小怪兽求话晓918:#杨紫公益紫[超话]##杨紫公益紫[超话]# yz#跟着杨紫做公益#zm#中国消防宣传公益使者杨紫#      跟中国消防宣传公益使者杨紫@杨紫 一起关注消防安全：电动车请勿室内充电，厨房动火不离人，停车请勿占用消防通道。 多一分防火意识，就少一次火灾风险。防范火灾风险，建设美好家园。 现在疫情期间要尤其防火防灾哦，不要在家大面积喷洒酒精，容易发生闪爆。关注动火用电安全，防止意外火灾。 ,2020-04-08 01:14,0,0,0
IChGxviLL,紫缘惜梦,女,湖南,530,1449,紫缘惜梦:#杨紫公益紫[超话]##中国消防公益宣传使者杨紫#💐 #跟着杨紫做公益# 国家反诈中心守护大使@杨紫 提醒您：疫情期间，不造谣不信谣不传谣！ 绿色生活方式公益推广大使@杨紫呼吁大家绿色出行！ 中国消防公益宣传使者@杨紫 提醒您用火防火不失火，为国为家为你我！ 中国妇女发展基金会“母亲邮包”项目宣传大使@杨紫 呼吁您一起传递爱与善！【yz zm 林之校 黄梓瑕 zzl 余生请多指教 zmjj】 ,2020-04-08 01:13,0,0,4
IChDEbzNL,南山淘金,男,其他,24,21,南山淘金:#菲律宾的教堂#   疫情过后，预订返回菲律宾工作。  春节前，怎么都没想到这场疫情的影响这么大。  这场风波结束后，我也想有一个信仰。  我期待，所有爱我的人们和我爱的人们，  都可以今后平平安安，  钱固然要赚，更祝福所有看过这个帖子的  朋友可以健康幸福！  每天开心！ http://t.cn/RD4C3n3 显示地图 [组图共2张] 原图 ,2020-04-08 01:06,12,1,3
IChDkE2w3,超小叨,女,天津,272,156,超小叨:武汉解封了。初识武汉，是在十八年前，好友去武汉上大学，那时候手机对于大学生还是个较为奢侈的东西，更没有微信等聊天工具，和远方的朋友除了打固话，就是写信了。在信里，好友细细的描写武汉的山，武汉的水，武汉女人的语调，还有他们校园里的隧道。好友字极好，文笔也好，读信是一种享受。就这样一年七八封的信，勾勒了一个有山有湖有汉骂的秀丽彪悍的武汉。第一次去武汉，是两年前，四月底，去武汉参会，体验了出站安检。在武汉三天，行程并不太赶，第一天去见了多年未见的好友，傍晚在东湖边端起酒杯那一刻，恍惚又回到了刚高考完的那个夏天。转天中午又去见了本科同学，请我去吃最有名的那家小龙虾，在汉口的巷子里，市井小店，麻辣鲜香，酣畅淋漓。随后那几个月又因工作去武汉三次，多在武大及附近活动，七月爬珞珈，还淋了一场雨。对武汉无所谓喜不喜欢，觉得城市太大、有点吵，有些乱，但因为那些我牵挂的人，对这个城市就具有了些不一般的意义。这个春节，疫情突如其来，我担心的想去问问武汉的朋友是否安好，又怕问的唐突。纠结之下还是一一发了微信，得知都还安好，心略安。每一天，睁眼第一件事就是拿手机看看疫情通报，不仅是为了武汉那些熟识的人，还为这个城市的所有人。武汉，每一天都在牵着我的心，牵着所有人的心。武汉是一个坚韧的城市。今天，武汉解封了。黄鹤楼依旧，东湖碧波如蓝。 ,2020-04-08 01:05,4,0,0
IChDh66pJ,俄罗斯彼得君,男,海外,82,213209,俄罗斯彼得君:圣彼得堡卫生健康委员会在今日下午发布消息称，一名新冠肺炎确诊患者在今天从医院（Городская больница Святого Георгия）逃跑，系第二名从该医院逃跑的确诊患者。警方表示该该逃跑患者为39岁男子，从医院逃跑后并没有回到家中或联系亲人，目前下落未知。#圣彼得堡中国留学生会##圣彼得堡##新型冠状病毒##俄罗斯##俄罗斯疫情# http://t.cn/RwSBwaF 显示地图 原图 ,2020-04-08 01:05,12,0,0
