微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IE76g7y8J,This-time洋装,女,其他,443,61284,This-time洋装:【年后第一批尾款！！来了！！来了！！】【芭蕾晨曦系列】胸衣，sk，发带，泡泡袖尾款晚上9点开启【花神新神礼】jsk尾款晚上9点开启晨曦尾款由于疫情延迟比较长，购买胸衣，sk都享受尾款-8元补偿。jsk由于丝带是韩国进口（之前以为是国产的，完全没想到这么久都没消息，收到以后会专门消毒后使用），目前工厂一直未给我们发货，尾款会再晚一点才能开启。购买jsk的亲享受尾款-10，再赠送额外小礼物作为补偿。由于无法发链接，还请大家在群里获得链接或者直接去我们店铺补款。 原图 ,2020/4/20 1:56,34,10,18
IE73YycWN,运城身边事,男,山西,906,333702,运城身边事:【#北京明确8类人需要核酸检测#】北京市卫健委新闻发言人高小俊介绍，近日，北京疫情防控领导小组印发工作方案，明确对八类人员实施行核酸检测：①新冠肺炎病例和密切接触者；②发热门诊就诊人员；③急需住院治疗患者；④经北京口岸入境人员；⑤武汉返京即将解除隔离观察人员；⑥中央和国家机关出差返京人员；⑦外地来京入住酒店宾馆人员；⑧高三初三外地返京和入境进京师生员工。 http://t.cn/A6wWsQlk http://t.cn/R2WxSE3 显示地图 ,2020/4/20 1:51,1,0,0
IE73lh6Ux,要折腾的Betty,女,其他,442,317,要折腾的Betty:#在家隔离第N+32天# 每天早上都会和妈妈视频妈妈总是忧心重重总是懊恼……原来计划7月份如果疫情稍微稳定那么就准备带孩子们先回国可是看着每天的确诊数据以及新闻估计今年下半年都不怎么乐观ps：从1月29日国内出来后没多久就发现现在也是无处寻医于是拍了视频拍了照片给姐姐让姐姐帮我给国内的医生看每个医生给出的诊断都不一样寻麻疹、湿疹、排毒等等还有一医生说若无药物控制会红斑会长满全身于是妈妈姐姐准备给我打包寄包裹的时候又被告知没办法现在包裹已经没办法寄了…………谁说美国的医疗很方便的…… 原图 ,2020/4/20 1:49,1,0,35
IE72H4xIb,是风动还是心动呀,男,其他,17,11,是风动还是心动呀:我认为，如果印度不及时采取正确的措施，印度的确诊病例将大大的增加，他也很有可能成为下一个疫情的风暴中心，怎么说呢，印度还是有一大部分人很相信“神”这些佛教什么的，他们大部分人认为戴口罩是没有必要的事情。如果印度能够跟中国一样，在发现疫情的时候，及时进行防疫措施，进行隔离，还对这个发生疫情的城市进行了封城，减少了人口的流动和接触，这样也就大大的减少了疫情的传染。印度本就是一个人口非常多的一个国家，这20天涨了20倍，那后面20天我觉得将会超过50倍或是有可能上百倍，总之，防疫措施很重要。 http://t.cn/A6wpWrbH ,2020/4/20 1:48,2,0,0
IE6ZOjQyz,金融刺客2019,男,广东,77,64,金融刺客2019:朋友们未来一年甚至两年，请记住：买房只买二手房，买车只要二手车！在二战以后，第一次如此严重的经济危机面前，大家一定要有充分的预期，千万不可以报有任何的幻想，中国不可能独善其身，没有任何一个国家，在全球范围内的大危机面前可以独善其身。但是，中国的管理制度，在这特殊情况下，是有与众不同的优势的，这一点，可以邦助中国人民减少危机的伤害，也是一定的！今天我情绪很低落！本来很平静的周末，我正在海边钓鱼，也正好又上了一条鲈鱼，一个朋友的电话来了，借钱⋯这个朋友可不是一般人，近十年年薪不低于一百万的一个上市公司财总，民企，两年前朋友得了重病，加之别的原因，5O多岁被开了！这个朋友就是从不存钱的那种人，各种投资一堆，可惜运气十疫情，最终什么也没有挣到！他的经历没有人能想象的到的科幻离奇悲催…可今天！朋友们哪，别以为我在危言耸听，我见过太多的企业的生产死，见过了太多的投资人的一梦黄粱！今天这个三十岁以上人的多事之秋，请记住：明天只能是冬天，比以往都冷的多的冬天！只有活下来，等到春天时，你会发现到处都是没人捡的果实，真的！ 原图 ,2020/4/20 1:41,4,1,3
IE6Zy4jMn,热朱古力奶,女,江苏,841,583,热朱古力奶:用这条微博记录一下我漫长又专情的追星故事。2008年左右我在“非诚勿扰”第一次听到酵母的girlfriend，后来知道这首歌的MV很有趣，这位歌手很棒。2010年知道了艾薇儿吧、歌迷会，留下了许多狂热又温暖的记忆。那时候小店里还摆着许多她的周边，买到、收到都让我兴奋不已。（虽然现在扔得只剩几张卡贴明信片）。在贴吧搜集好看的照片传到QQ空间相册，和同学一起在同学录的“偶像”栏下填上avril。她影响了我很多，我开始爱上了穿匡威，带骷髅项链，代购了她品牌的帽子，在歌迷会买酵母同款外套，穿到印花都洗坏了，到现在都没舍得扔。有她的杂志，也还在柜子里珍藏。她的每个发型发色，我都知道是什么阶段的。后来升学了，当初话题聊不完的朋友已经很少联系。我还是在听她的歌。有一天，在一家杂货店（很快倒闭了，并且一起去的朋友也掰了。惨啊）用可怜的零花钱一下买了好几张专辑，美得冒泡。终于，开始静静等待下一张、下一张的专辑。在歌迷会订购专辑，赠送的周边很精美，从来没舍得用过。买了自传，翻了好多遍都看不厌。后来她生了严重的病，我也上了高中，缺少时间和精力，只在心里默默为她祈祷。还是会关注她的动态，她的情感，又在哪唱了新歌，胖了瘦了。上了大学，终于有时间弥补没看过演唱会的遗憾。2020年1月抢到VIP票，激动了很多天。接着经历了一个漫长的寒假，收到演唱会接连取消的消息，还抱着留着票疫情结束再看的想法。4.20有两年内无演唱会的消息，决定退票。深夜想起这些，好像没有什么缘由，只是觉得趁脑海中的记忆还鲜活，应该留一点文字做个记录。放一点手机里存的照片吧。两年后我将会怎样，就像疫情何时结束一样暂未可知。我只知道，我对一位歌手的喜欢，好像像一条射线，以一个端点延长。@艾薇儿中国歌迷会 #艾薇儿# [组图共9张] 原图 ,2020/4/20 1:40,10,0,2
IE6YKqhOr,斯图卡98,男,四川,1612,5473499,斯图卡98:此前拍摄纽约哈特岛警察动用囚犯埋葬疫情尸体视频的摄影师斯坦梅茨被纽约警方告上了法庭，理由是：在机场以外区域使用飞行器。斯坦梅茨拥有美国联邦航空管理局颁发的无人机飞行执照，还在长达35年的时间为《国家地理》和《纽约时报》拍摄照片。斯坦梅茨说几个便衣警察突然冲出来围住了他，没收了他的无人机，还给他一张传票。斯坦梅茨嘲讽道，“我们大肆报导伊朗所谓万人坑，说他们用这样那样残忍的方式埋葬新冠病毒逝者，但却对于发生在我们脚下新闻的人进行惩戒。”美国新闻摄影家协会总顾问Mickey Osterreicher介绍，斯坦梅茨是新冠疫情爆发以来，第二个因为使用无人机被传唤的摄影师，第一个是美联社的记者，他也是在拍摄哈特岛时被警方给“盯”上的。 [组图共2张] 原图 ,2020/4/20 1:38,1317,214,153
IE6XI2Cwj,陈光教授,男,四川,2162,52495,陈光教授:【中国经济40年来首次出现收缩】中国经济出现逾40年来的首次收缩。此前，新型冠状病毒疫情结束了中国一个可追溯到上世纪70年代末的、经济持续增长的时代。中国国家统计局上周五表示，今年第一季度国内生产总值(GDP)同比猛跌6.8%。作为过去20年全球经济增长引擎的中国经济，出现了历史性的收缩。这是在世界各地造成严重破坏的大流行病所释放出的最明显的经济信号。就在中国发布上述官方数据的同一周，国际货币基金组织(IMF)就大萧条(Great Depression)以来最糟糕的全球经济前景发出警告，预计今年的产出损失将远远超过2008年金融危机之后的水平。今年第一季度，中国固定资产投资同比下降16%，基础设施投资同比下降20%。3月份，社会消费品零售总额同比下降16%。作为世界第二大经济体，中国经济在遭到新冠疫情冲击之前就已经面临压力。去年，中国经济增长6.1%，为近30年来的最低水平。根据上周五公布的数据，今年全年中国 ,2020/4/20 1:35,2,1,0
IE6W8chwc,仪地甜农,女,其他,60,37,仪地甜农:#陈立农[超话]#[太开心]#陈立农首张专辑5月发行##陈立农[超话]#[太开心]#陈立农首张专辑5月发行# 今天，四月二十日，疫情过后我们开学了  开学后，身为即将要升高三的我不能再玩世不恭了我要加油，加油，再加油因为我要去见你@陈立农 去参加你的生日会，去参加你的演唱会抱歉我现在还没有能力靠自己挣钱我也不想花爸妈的钱，因为我想靠我自己的能力挣钱买你的专辑，代言，门票……最后一年，即将要踏入高考考场的我加油！[加油] [加油] [加油]我也没有忘记星眸白衫少年荣，风华正茂陈立农！还有我们的暗号   http://t.cn/A6wj5QSQ ,2020/4/20 1:32,16,4,49
IE6Vvum5K,一分为二的科学观点,男,福建,10781,116630,"一分为二的科学观点:邀请您回答问题""卑躬屈膝被打骂欺凌，崇洋媚外被污辱驱赶，卖国求荣被种族歧视，一场疫情让在外国汉奸走狗里里外外不是人？""@@中国政府网@新浪新闻@央视新闻@新浪军事@参考消息@CCTV4@人民日报@环球时报@凤凰网 @洪琳 @宋忠平 @赵立坚个人微博@邱毅台湾 @邱震海  @酒巷诗行长@开心每一天5865 @关山月x @非主食_@文汇报@解放军报 @今日台湾@早报网@工人日报@中国日报@检察官张聪@乡村教师代言人-马云    @俄罗斯驻华大使馆  @伊朗驻华大使馆   @法国驻华大使馆                                                                                                                                                                                                                                                      http://t.cn/A6wj5Okt ",2020/4/20 1:30,0,0,0
