微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IyfhcvGXL,牛股Plus,男,广东,2206,71106,"牛股Plus:【摩根大通分析师呼吁美国财政部大力回购国债】摩根大通策略师呼吁美国财政部用新发行的基准政府债券替换较旧的债券，以此解决美国国债这个世界头号无风险证券市场的流动性压力问题。面对新冠疫情恐惧和原油价格大战引发的市场动荡，美国国债市场的流动性现已趋于枯竭。据摩根大通称，交易平台的买卖单数量已经减少到了2008年全球金融危机以来不曾有过的水平。美国国债市场10年期国债的一周平均市场深度已经降到了只有4,200万美元的地步，相比过去一个月下降了75%。（新浪） 原图 ",2020/3/12 11:44,2,0,0
IyfhchGWR,广东省一心公益基金会,男,广东,168,874,广东省一心公益基金会:抗疫行动丨一众爱心人士向广东省一心公益基金会捐赠500套防护服#公益[超话]# #慈善# 当前，新型冠状病毒感染的肺炎疫情防控阻击战进入关键时期，疫情防控工作牵动着社会各界爱心人士的心。此前，一众爱心人士联系了一心公益基金会，表达了捐赠的意愿，希望为抗疫的一线工作人员尽一份绵力，与社会大众共度时艰。2020年2月16日，正值今年广东首场寒潮来袭，寒潮加上阴雨绵绵的天气，广州最低温度跌至6°，尽管如此，爱心人士代表仍然坚持亲自将价值近8万元的500套防护服送到一心公益基金会第十服务队秘书处，由第十服务队代表基金会接收。在服务队秘书处，爱心人士代表与基金会代表进行了简单的捐赠仪式，爱心人士表示，希望通过实际行动，为一线抗疫人员提供一些力所能及的支持。基金会理事兼第十服务队队长邓庆华表示，一众爱心人士的善举让大家十分感动，并为他们的慷慨解囊表示衷心的感谢。一心公益基金会将同社会各界一道同舟共济、共抗疫情，为有效遏制新冠疫情蔓延、打赢新冠疫情阻击战主动作为、不懈奋战！接下来，一心公益基金会将会把500套防护服送给有需要的一线抗疫工作人员，敬请关注！ 原图 ,2020/3/12 11:44,2,6,0
Iyfhce1eF,唐山网,男,河北,152,242024,唐山网:【世卫组织总干事：#新冠肺炎疫情已具有大流行特征#】世界卫生组织总干事谭德塞11日说，新冠肺炎疫情从特征上可称为大流行。谭德塞表示，疫情的传播程度和严重性令人深感担忧：过去两周#中国以外新冠肺炎确诊病例数增长13倍#，受影响国家和地区数增加了两倍。未来几周内预计确诊病例数、死亡人数、以及受影响国家和地区数量还将进一步攀升。 http://t.cn/A6zG5QHj ,2020/3/12 11:44,0,0,0
IyfhcdZxb,玫瑰的幻想,女,湖北,208,138,玫瑰的幻想:随着年龄的增长，对很多现象已带动不了情绪，不做愤青很多年！疫情这么久，作为普通百姓朋友圈对疫情质疑、赞美一律不发，因为看的透看的深，所以深知作为社会底层老百姓管好自己就行。就如我跟同学说的，我这人大爱不谈。但我有强烈的小爱，封城、封小区、不下楼高度配合ZF，只为了保护我的家人，不想因为自己家人受罪！但这个真的触发了做人的底线！！！底线！！！底线！！！ 原图 ,2020/3/12 11:44,1,0,0
IyfhbohzP,西安航空基地,男,陕西,284,22946,西安航空基地:#联防联控 航空基地在行动# #联防联控 西安在行动# 【西安雁塔非遗传承人文艺工作者助力战“疫” 共迎春天】近日，雁塔区文旅局、雁塔区文化馆积极号召非遗传承人及广大文艺工作者利用传统文化精髓的艺术表现形式，创作了一批以战“疫”为主题的文艺作品，加入到宣传疫情防控的队伍中，剪纸、朗诵、戏曲、手语舞等多种艺术形式百花齐放，他们用灵巧的双手传递出美好的祝福，用优美的唱腔表达出抗“疫”的必胜信念。(via：西安发布) [组图共4张] 原图 ,2020/3/12 11:44,0,0,0
Iyfh9yXuB,廊坊发布,男,河北,173,264452,廊坊发布:#战胜疫情廊坊在行动# 【我市开学复课时间继续推迟】何时开学复课，学生、家长及社会各界高度关注。3月9日，记者从市教育局获悉，我市各级各类学校继续推迟开学，在市教育局未公布具体开学时间前，各学校不得提前开学，师生不得提前返校。       确保安全顺利开学复课，事关师生生命安全和身体健康，事关社会安全稳定大局。市教育局在切实做好疫情防控工作的同时，提早谋划部署开学相关准备工作。      谋划错峰开学。制定下发复学工作预案、复学工作方案及复学防疫指导手册等相关文件。统筹谋划各级各类学校按学段分两批错峰复学，具体时间全市将统一安排。在基础教育学校中，第一批复学的为高三和初三年级，将实行小班教学，每班不得多于30人。目前，各高中和初中学校正在制定相关复课方案，落实教室、教学计划及师资安排等工作。      全面掌控师生健康底数。对所有师生员工实施健康状况、人员流动状态跟踪管理，详细了解和掌握返校人员的健康状况、近期外出活动史，确保全员覆盖，防止带病上岗、上学。严格实行日排查、日统计、日报告制度。通过电话、微信公众号等形式及时做好师生返校风险防范教育。       全面开展防疫消杀。开展爱国卫生运动，各学校在开学前对校内环境进行全面整治，重点对教室、宿舍、食堂、图书馆、会议室、卫生间等人员密集的公共场所，进行彻底清洁，消除卫生死角。       加强防病知识技能培训。对教职工分散进行防控疫情工作培训，持续开展健康宣教。及时完善方案预案，根据疫情发展及时修订完善返校工作方案和开学工作方案、预案，细化落实各项措施，如出现新冠肺炎确诊或疑似病例，要立即启动应急防控预案，坚决果断予以处置。同时，加强督导检查。通过局班子成员包县（市、区）联系校的方式，深入各地和各市直学校及部分校外培训机构，进行明察暗访，做到县（市、区）和市直学校督导全覆盖。（记者：刘元琨  通讯员：许钧） ,2020/3/12 11:43,11,11,5
Iyfh07W1f,顾拜蛋蛋,男,吉林,1084,107420,顾拜蛋蛋:【#美国中草药店现抢购潮# 板蓝根畅销缺货】据路透社3月10日报道，随着新冠疫情在美国蔓延，美国中草药店生意火爆。纽约唐人街帕特里克·萧表示，原本40磅（约18公斤）药材可供应两三周，但现在几天就卖完了，现在很难找到板蓝根冲剂等畅销品，价格迅速上涨。#美国新冠肺炎确诊病例超1000例#    http://t.cn/A6zUaUWd ,2020/3/12 11:43,0,0,0
IyfgwBka1,沈阳皇姑公安,男,辽宁,3319,25005,沈阳皇姑公安:【徒手爬楼啊！警察蜀黍告诉你这房不是你想上就上的】#平安法治2020# 近日，河北沧州市运河公安分局成功破获多起入户盗窃案，抓获犯罪嫌疑人三名。这些案件涉案金额虽小，但犯罪行为极其恶劣。目前，犯罪嫌疑人阿某已被依法采取刑事强制措施，另外两名犯罪嫌疑人另案处理，案件正在进一步审理中。#疫情当前警察不退# http://t.cn/A6z2GncY ,2020/3/12 11:42,11,3,18
Iyfgtldsp,健身女孩Girl,女,香港,844,466,健身女孩Girl:#加拿大##全球疫情# 【#加拿大万人大会出现确诊患者# 总理特鲁多曾出席讲话】当地时间3月10日，加拿大安大略省公共卫生局通报，一名50多岁男子在多伦多参加完一场大型矿业国际会议后，被确诊患上新冠肺炎。此次于3月1日-4日举办的年度矿业大会吸引了全球130个国家的2.5万人参与，加拿大总理特鲁多曾于3月2日到会议现场并发表讲话，目前特鲁多并没有接受检测。http://t.cn/A6zG8syg ,2020/3/12 11:42,0,0,0
IyfgsbQoJ,渴望富贵的理查_,女,广东,293,94,渴望富贵的理查_:因为疫情因为疫情因为疫情就可以连公平都不要了吗因为疫情就可以随随便便对待我几个月的付出吗因为疫情就可以放着上4的人不收去收绩点3.5的人吗因为疫情就可以歧视学大学数学的人吗我学大学数学怎么地了我学到矩阵你他妈学了吗内容是一样的我们学的广是我们的问题了学不学大学数学是我能决定的了吃不吃蝙蝠来不开学是我能决定的了我真的是服了哈果然解释权归你们所有哈连个公开排名的胆量都没有了哈 ,2020/3/12 11:42,1,0,1
